Iteration,Fitness,Chromosomes
0,0.0,[3.53, 3.65, 9.59]
100,0.0,[3.53, 3.65, 9.59]
200,0.0,[3.53, 3.65, 9.59]
300,0.0,[3.53, 3.65, 9.59]
400,0.0,[3.53, 3.65, 9.59]
500,0.0,[3.53, 3.65, 9.59]
600,0.0,[3.53, 3.65, 9.59]
700,0.0,[3.53, 3.65, 9.59]
800,0.0,[3.53, 3.65, 9.59]
900,0.0,[3.53, 3.65, 9.59]
1000,0.0,[3.53, 3.65, 9.59]
1100,0.0,[3.53, 3.65, 9.59]
1200,0.0,[3.53, 3.65, 9.59]
1300,0.0,[3.53, 3.65, 9.59]
1400,0.0,[3.53, 3.65, 9.59]
1500,0.0,[3.53, 3.65, 9.59]
1600,0.0,[3.53, 3.65, 9.59]
1700,0.0,[3.53, 3.65, 9.59]
1800,0.0,[3.53, 3.65, 9.59]
1900,0.0,[3.53, 3.65, 9.59]
2000,0.0,[3.53, 3.65, 9.59]
2100,0.0,[3.53, 3.65, 9.59]
2200,0.0,[3.53, 3.65, 9.59]
2300,0.0,[3.53, 3.65, 9.59]
2400,0.0,[3.53, 3.65, 9.59]
2500,0.0,[3.53, 3.65, 9.59]
2600,0.0,[3.53, 3.65, 9.59]
2700,0.0,[3.53, 3.65, 9.59]
2800,0.0,[3.53, 3.65, 9.59]
2900,0.0,[3.53, 3.65, 9.59]
3000,0.0,[3.53, 3.65, 9.59]
3100,0.0,[3.53, 3.65, 9.59]
3200,0.0,[3.53, 3.65, 9.59]
3300,0.0,[3.53, 3.65, 9.59]
3400,0.0,[3.53, 3.65, 9.59]
3500,0.0,[3.53, 3.65, 9.59]
3600,0.0,[3.53, 3.65, 9.59]
3700,0.0,[3.53, 3.65, 9.59]
3800,0.0,[3.53, 3.65, 9.59]
3900,0.0,[3.53, 3.65, 9.59]
4000,0.0,[3.53, 3.65, 9.59]
4100,0.0,[3.53, 3.65, 9.59]
4200,0.0,[3.53, 3.65, 9.59]
4300,0.0,[3.53, 3.65, 9.59]
4400,0.0,[3.53, 3.65, 9.59]
4500,0.0,[3.53, 3.65, 9.59]
4600,0.0,[3.53, 3.65, 9.59]
4700,0.0,[3.53, 3.65, 9.59]
4800,0.0,[3.53, 3.65, 9.59]
4900,0.0,[3.53, 3.65, 9.59]
5000,0.0,[3.53, 3.65, 9.59]
5100,0.0,[3.53, 3.65, 9.59]
5200,0.0,[3.53, 3.65, 9.59]
5300,0.0,[3.53, 3.65, 9.59]
5400,0.0,[3.53, 3.65, 9.59]
5500,0.0,[3.53, 3.65, 9.59]
5600,0.0,[3.53, 3.65, 9.59]
5700,0.0,[3.53, 3.65, 9.59]
5800,0.0,[3.53, 3.65, 9.59]
5900,0.0,[3.53, 3.65, 9.59]
6000,0.0,[3.53, 3.65, 9.59]
6100,0.0,[3.53, 3.65, 9.59]
6200,0.0,[3.53, 3.65, 9.59]
6300,0.0,[3.53, 3.65, 9.59]
6400,0.0,[3.53, 3.65, 9.59]
6500,0.0,[3.53, 3.65, 9.59]
6600,0.0,[3.53, 3.65, 9.59]
6700,0.0,[3.53, 3.65, 9.59]
6800,0.0,[3.53, 3.65, 9.59]
6900,0.0,[3.53, 3.65, 9.59]
7000,0.0,[3.53, 3.65, 9.59]
7100,0.0,[3.53, 3.65, 9.59]
7200,0.0,[3.53, 3.65, 9.59]
7300,0.0,[3.53, 3.65, 9.59]
7400,0.0,[3.53, 3.65, 9.59]
7500,0.0,[3.53, 3.65, 9.59]
7600,0.0,[3.53, 3.65, 9.59]
7700,0.0,[3.53, 3.65, 9.59]
7800,0.0,[3.53, 3.65, 9.59]
7900,0.0,[3.53, 3.65, 9.59]
8000,0.0,[3.53, 3.65, 9.59]
8100,0.0,[3.53, 3.65, 9.59]
8200,0.0,[3.53, 3.65, 9.59]
8300,0.0,[3.53, 3.65, 9.59]
8400,0.0,[3.53, 3.65, 9.59]
8500,0.0,[3.53, 3.65, 9.59]
8600,0.0,[3.53, 3.65, 9.59]
8700,0.0,[3.53, 3.65, 9.59]
8800,0.0,[3.53, 3.65, 9.59]
8900,0.0,[3.53, 3.65, 9.59]
9000,0.0,[3.53, 3.65, 9.59]
9100,0.0,[3.53, 3.65, 9.59]
9200,0.0,[3.53, 3.65, 9.59]
9300,0.0,[3.53, 3.65, 9.59]
9400,0.0,[3.53, 3.65, 9.59]
9500,0.0,[3.53, 3.65, 9.59]
9600,0.0,[3.53, 3.65, 9.59]
9700,0.0,[3.53, 3.65, 9.59]
9800,0.0,[3.53, 3.65, 9.59]
9900,0.0,[3.53, 3.65, 9.59]
10000,0.0,[3.53, 3.65, 9.59]
10100,0.0,[3.53, 3.65, 9.59]
10200,0.0,[3.53, 3.65, 9.59]
10300,0.0,[3.53, 3.65, 9.59]
10400,0.0,[3.53, 3.65, 9.59]
10500,0.0,[3.53, 3.65, 9.59]
10600,0.0,[3.53, 3.65, 9.59]
10700,0.0,[3.53, 3.65, 9.59]
10800,0.0,[3.53, 3.65, 9.59]
10900,0.0,[3.53, 3.65, 9.59]
11000,0.0,[3.53, 3.65, 9.59]
11100,0.0,[3.53, 3.65, 9.59]
11200,0.0,[3.53, 3.65, 9.59]
11300,0.0,[3.53, 3.65, 9.59]
11400,0.0,[3.53, 3.65, 9.59]
11500,0.0,[3.53, 3.65, 9.59]
11600,0.0,[3.53, 3.65, 9.59]
11700,0.0,[3.53, 3.65, 9.59]
11800,0.0,[3.53, 3.65, 9.59]
11900,0.0,[3.53, 3.65, 9.59]
12000,0.0,[3.53, 3.65, 9.59]
12100,0.0,[3.53, 3.65, 9.59]
12200,0.0,[3.53, 3.65, 9.59]
12300,0.0,[3.53, 3.65, 9.59]
12400,0.0,[3.53, 3.65, 9.59]
12500,0.0,[3.53, 3.65, 9.59]
12600,0.0,[3.53, 3.65, 9.59]
12700,0.0,[3.53, 3.65, 9.59]
12800,0.0,[3.53, 3.65, 9.59]
12900,0.0,[3.53, 3.65, 9.59]
13000,0.0,[3.53, 3.65, 9.59]
13100,0.0,[3.53, 3.65, 9.59]
13200,0.0,[3.53, 3.65, 9.59]
13300,0.0,[3.53, 3.65, 9.59]
13400,0.0,[3.53, 3.65, 9.59]
13500,0.0,[3.53, 3.65, 9.59]
13600,0.0,[3.53, 3.65, 9.59]
13700,0.0,[3.53, 3.65, 9.59]
13800,0.0,[3.53, 3.65, 9.59]
13900,0.0,[3.53, 3.65, 9.59]
14000,0.0,[3.53, 3.65, 9.59]
14100,0.0,[3.53, 3.65, 9.59]
14200,0.0,[3.53, 3.65, 9.59]
14300,0.0,[3.53, 3.65, 9.59]
14400,0.0,[3.53, 3.65, 9.59]
14500,0.0,[3.53, 3.65, 9.59]
14600,0.0,[3.53, 3.65, 9.59]
14700,0.0,[3.53, 3.65, 9.59]
14800,0.0,[3.53, 3.65, 9.59]
14900,0.0,[3.53, 3.65, 9.59]
15000,0.0,[3.53, 3.65, 9.59]
15100,0.0,[3.53, 3.65, 9.59]
15200,0.0,[3.53, 3.65, 9.59]
15300,0.0,[3.53, 3.65, 9.59]
15400,0.0,[3.53, 3.65, 9.59]
15500,0.0,[3.53, 3.65, 9.59]
15600,0.0,[3.53, 3.65, 9.59]
15700,0.0,[3.53, 3.65, 9.59]
15800,0.0,[3.53, 3.65, 9.59]
15900,0.0,[3.53, 3.65, 9.59]
16000,0.0,[3.53, 3.65, 9.59]
16100,0.0,[3.53, 3.65, 9.59]
16200,0.0,[3.53, 3.65, 9.59]
16300,0.0,[3.53, 3.65, 9.59]
16400,0.0,[3.53, 3.65, 9.59]
16500,0.0,[3.53, 3.65, 9.59]
16600,0.0,[3.53, 3.65, 9.59]
16700,0.0,[3.53, 3.65, 9.59]
16800,0.0,[3.53, 3.65, 9.59]
16900,0.0,[3.53, 3.65, 9.59]
17000,0.0,[3.53, 3.65, 9.59]
17100,0.0,[3.53, 3.65, 9.59]
17200,0.0,[3.53, 3.65, 9.59]
17300,0.0,[3.53, 3.65, 9.59]
17400,0.0,[3.53, 3.65, 9.59]
17500,0.0,[3.53, 3.65, 9.59]
17600,0.0,[3.53, 3.65, 9.59]
17700,0.0,[3.53, 3.65, 9.59]
17800,0.0,[3.53, 3.65, 9.59]
17900,0.0,[3.53, 3.65, 9.59]
18000,0.0,[3.53, 3.65, 9.59]
18100,0.0,[3.53, 3.65, 9.59]
18200,0.0,[3.53, 3.65, 9.59]
18300,0.0,[3.53, 3.65, 9.59]
18400,0.0,[3.53, 3.65, 9.59]
18500,0.0,[3.53, 3.65, 9.59]
18600,0.0,[3.53, 3.65, 9.59]
18700,0.0,[3.53, 3.65, 9.59]
18800,0.0,[3.53, 3.65, 9.59]
18900,0.0,[3.53, 3.65, 9.59]
19000,0.0,[3.53, 3.65, 9.59]
19100,0.0,[3.53, 3.65, 9.59]
19200,0.0,[3.53, 3.65, 9.59]
19300,0.0,[3.53, 3.65, 9.59]
19400,0.0,[3.53, 3.65, 9.59]
19500,0.0,[3.53, 3.65, 9.59]
19600,0.0,[3.53, 3.65, 9.59]
19700,0.0,[3.53, 3.65, 9.59]
19800,0.0,[3.53, 3.65, 9.59]
19900,0.0,[3.53, 3.65, 9.59]
20000,0.0,[3.53, 3.65, 9.59]
