Iteration,Fitness,Chromosomes
4300,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
4400,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
4500,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
4600,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
4700,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
4800,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
4900,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5000,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5100,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5200,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5300,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5400,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5500,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5600,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5700,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5800,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
5900,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
6000,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
6004,0.0,[-56.6, -17.81, 49.04, 44.05, 42.12, 0.06, 83.02, 35.49, 56.55, -0.09, 93.5]
