Iteration,Fitness,Chromosomes
4300,0.5,[-0.02, 0.01, -0.0, 0.01, -0.03, 0.0, 0.01, -0.02, 0.02, -0.01, 5.92]
4400,0.5,[-0.02, 0.01, -0.0, 0.01, -0.03, 0.0, 0.01, -0.02, 0.02, -0.01, 5.92]
4500,0.5,[-0.02, 0.01, -0.0, 0.01, -0.03, 0.0, 0.01, -0.02, 0.02, -0.01, 5.92]
4600,0.5,[-0.02, 0.01, -0.0, 0.01, -0.03, 0.0, 0.01, -0.02, 0.02, -0.01, 5.92]
4700,0.5,[-0.02, 0.01, -0.0, 0.01, -0.03, 0.0, 0.01, -0.02, 0.02, -0.01, 5.92]
4800,0.5,[-0.02, 0.01, -0.0, 0.01, -0.03, 0.0, 0.01, -0.02, 0.02, -0.01, 5.92]
4900,0.5,[-0.02, 0.01, -0.0, 0.01, -0.03, 0.0, 0.01, -0.02, 0.02, -0.01, 5.92]
5000,0.5,[-0.02, 0.01, -0.0, 0.01, -0.03, 0.0, 0.01, -0.02, 0.02, -0.01, 5.92]
5100,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5200,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5300,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5400,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5500,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5600,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5700,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5800,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5900,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
5997,0.49,[0.0, 0.01, -0.0, 0.01, -0.0, 0.0, 0.01, -0.02, -0.0, -0.01, 5.92]
