Iteration,Fitness,Chromosomes
0,10.37,[-6.28, -0.2, 0.33, 0.81, -0.27, -3.93, 1.15, 3.29, -3.81, -1.89]
100,0.02,[-0.03, -0.12, -0.09, 0.03, -0.03, -0.05, -0.08, -0.06, -0.0, -0.01]
200,0.02,[-0.03, -0.12, -0.09, 0.03, -0.03, -0.05, -0.08, -0.06, -0.0, -0.01]
300,0.02,[-0.03, -0.12, -0.09, 0.03, -0.03, -0.05, -0.08, -0.06, -0.0, -0.01]
400,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
500,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
600,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
700,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
800,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
900,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1000,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1100,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1200,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1300,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1400,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1500,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1600,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1700,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1800,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
1900,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2000,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2100,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2200,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2300,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2400,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2500,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2600,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2700,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2800,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
2900,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
3000,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
3100,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
3200,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
3300,0.01,[0.0, -0.12, -0.09, 0.03, -0.1, -0.05, -0.08, -0.06, -0.0, -0.01]
