Iteration,Fitness,Chromosome
15900,0.0025,[-9.95, -10.0]
16000,0.0025,[-9.95, -10.0]
16100,0.0025,[-9.95, -10.0]
16200,0.0025,[-9.95, -10.0]
16300,0.0025,[-9.95, -10.0]
16400,0.0025,[-9.95, -10.0]
16500,0.0025,[-9.95, -10.0]
16600,0.0025,[-9.95, -10.0]
16700,0.0025,[-9.95, -10.0]
16800,0.0025,[-9.95, -10.0]
16900,0.0025,[-9.95, -10.0]
17000,0.0025,[-9.95, -10.0]
17100,0.0025,[-9.95, -10.0]
17200,0.0025,[-9.95, -10.0]
17300,0.0025,[-9.95, -10.0]
17400,0.0025,[-9.95, -10.0]
17500,0.0025,[-9.95, -10.0]
17600,0.0025,[-9.95, -10.0]
17700,0.0025,[-9.95, -10.0]
17800,0.0025,[-9.95, -10.0]
17900,0.0025,[-9.95, -10.0]
18000,0.0025,[-9.95, -10.0]
18100,0.0025,[-9.95, -10.0]
18200,0.0025,[-9.95, -10.0]
18300,0.0025,[-9.95, -10.0]
18400,0.0025,[-9.95, -10.0]
18500,0.0025,[-9.95, -10.0]
18600,0.0025,[-9.95, -10.0]
18700,0.0025,[-9.95, -10.0]
18800,0.0025,[-9.95, -10.0]
18900,0.0025,[-9.95, -10.0]
19000,0.0025,[-9.95, -10.0]
19100,0.0025,[-9.95, -10.0]
19200,0.0025,[-9.95, -10.0]
19300,0.0025,[-9.95, -10.0]
19400,0.0025,[-9.95, -10.0]
19500,0.0025,[-9.95, -10.0]
19600,0.0025,[-9.95, -10.0]
19700,0.0025,[-9.95, -10.0]
19800,0.0025,[-9.95, -10.0]
19900,0.0025,[-9.95, -10.0]
