Iteration,Fitness,Chromosome
15100,-106.730274836,[4.71, 3.14]
15200,-106.730274836,[4.71, 3.14]
15300,-106.730274836,[4.71, 3.14]
15400,-106.730274836,[4.71, 3.14]
15500,-106.730274836,[4.71, 3.14]
15600,-106.730274836,[4.71, 3.14]
15700,-106.730274836,[4.71, 3.14]
15800,-106.730274836,[4.71, 3.14]
15900,-106.730274836,[4.71, 3.14]
16000,-106.730274836,[4.71, 3.14]
16100,-106.730274836,[4.71, 3.14]
16200,-106.730274836,[4.71, 3.14]
16300,-106.730274836,[4.71, 3.14]
16400,-106.730274836,[4.71, 3.14]
16500,-106.730274836,[4.71, 3.14]
16600,-106.730274836,[4.71, 3.14]
16700,-106.730274836,[4.71, 3.14]
16800,-106.730274836,[4.71, 3.14]
16900,-106.730274836,[4.71, 3.14]
17000,-106.730274836,[4.71, 3.14]
17100,-106.730274836,[4.71, 3.14]
17200,-106.730274836,[4.71, 3.14]
17300,-106.730274836,[4.71, 3.14]
17400,-106.730274836,[4.71, 3.14]
17500,-106.730274836,[4.71, 3.14]
17600,-106.730274836,[4.71, 3.14]
17700,-106.730274836,[4.71, 3.14]
17800,-106.730274836,[4.71, 3.14]
17900,-106.730274836,[4.71, 3.14]
18000,-106.730274836,[4.71, 3.14]
18100,-106.730274836,[4.71, 3.14]
18200,-106.730274836,[4.71, 3.14]
18300,-106.730274836,[4.71, 3.14]
18400,-106.730274836,[4.71, 3.14]
18500,-106.730274836,[4.71, 3.14]
18600,-106.730274836,[4.71, 3.14]
18700,-106.730274836,[4.71, 3.14]
18800,-106.730274836,[4.71, 3.14]
18900,-106.730274836,[4.71, 3.14]
19000,-106.730274836,[4.71, 3.14]
19100,-106.730274836,[4.71, 3.14]
19200,-106.730274836,[4.71, 3.14]
19300,-106.730274836,[4.71, 3.14]
19400,-106.730274836,[4.71, 3.14]
19500,-106.730274836,[4.71, 3.14]
19600,-106.730274836,[4.71, 3.14]
19700,-106.730274836,[4.71, 3.14]
19800,-106.730274836,[4.71, 3.14]
19900,-106.730274836,[4.71, 3.14]
